Date,ABEV3_Close,ABEV3_Open,ABEV3_High,ABEV3_Low,ABEV3_Volume,ABEV3_Quantity,ABEV3_Holiday,ABEV3_Close_rollMean20,ABEV3_Close_rollStd20,ABEV3_Close_EMA17,ABEV3_Close_EMA17_logdiff,ABEV3_Close_EMA72,ABEV3_Close_EMA72_logdiff,ABEV3_Close_EMA200,ABEV3_Close_EMA200_logdiff,ABEV3_Volume_EMA21,ABEV3_Volume_EMA21_logdiff,ABEV3_MACD_12_26_9,ABEV3_MACDsignal_12_26_9,ABEV3_MACDdiff_12_26_9,ABEV3_BollingerMA_20,ABEV3_BollingerUpper_20,ABEV3_BollingerLower_20,ABEV3_Bollinger%b_20,ABEV3_OBV,ABEV3_Close_returns,ABEV3_Close/Open_returns,ABEV3_High/Close_returns,ABEV3_Low/Close_returns,ABEV3_Close_trend,ABEV3_Close_resid,IBOV_Close,IBOV_Open,IBOV_High,IBOV_Low,IBOV_Volume,IBOV_Quantity,IBOV_Holiday,IBOV_Close_rollMean20,IBOV_Close_rollStd20,IBOV_Close_EMA17,IBOV_Close_EMA17_logdiff,IBOV_Close_EMA72,IBOV_Close_EMA72_logdiff,IBOV_Close_EMA200,IBOV_Close_EMA200_logdiff,IBOV_Close_returns,IBOV_Close/Open_returns,IBOV_High/Close_returns,IBOV_Low/Close_returns,USDBRL_Close,USDBRL_Open,USDBRL_High,USDBRL_Low,USDBRL_Volume,USDBRL_Quantity,USDBRL_Holiday,USDBRL_Close_rollMean20,USDBRL_Close_rollStd20,USDBRL_Close_EMA17,USDBRL_Close_EMA17_logdiff,USDBRL_Close_EMA72,USDBRL_Close_EMA72_logdiff,USDBRL_Close_EMA200,USDBRL_Close_EMA200_logdiff,USDBRL_Close_returns,USDBRL_Close/Open_returns,USDBRL_High/Close_returns,USDBRL_Low/Close_returns,ABEV3_resid_predicted_SAEnorm,ABEV3_Close_predicted_SAEnorm,ABEV3_resid_predicted_SAEstd,ABEV3_Close_predicted_SAEstd
2000-12-19,0.89,0.85,0.89,0.85,6170191.29,3319499.0,0.0,0.8225,0.0253138198161,0.832774437665,0.0664586403427,0.783062089509,0.128009472932,0.709769666323,0.226280958954,5929290.10948,0.0398253465584,0.0167060750224,0.011824971196,0.00488110382642,0.8225,0.873127639632,0.771872360368,1.33326381578,77078848.21,0.0459851132418,0.0459851132418,0.0,-0.0459851132418,0.849333333333,0.0406666666667,15336.0,15085.0,15414.0,15084.0,0.0,0.0,0.0,14439.05,665.910731729,14744.2482145,0.039349950569,15062.6934236,0.0179819531734,15674.6874171,-0.0218441390813,0.0167010259629,0.0165021331323,0.00507318161246,-0.0165684263472,1.953,1.957,1.961,1.952,0.0,0.0,0.0,1.9641,0.0111633799824,1.96081526705,-0.00399368744243,1.91776093917,0.0182083238841,1.87050065662,0.0431605260485,-0.00153491971808,-0.0020460365194,0.00408789531967,-0.000512163903641,,,,
2000-12-20,0.87,0.86,0.89,0.86,5227904.71,2786249.0,0.0,0.8255,0.0272367785405,0.836910611258,0.0387759434475,0.785453190575,0.102232347613,0.711613534227,0.200958236607,5865527.8001,-0.115081900808,0.0178601035459,0.0130319976659,0.00482810587994,0.8255,0.879973557081,0.771026442919,0.816910119048,71850943.5,-0.0227282510776,0.0115608224011,0.0227282510776,-0.0115608224011,0.884666666667,-0.0146666666667,14622.0,15305.0,15327.0,14617.0,0.0,0.0,0.0,14441.35,666.487831057,14730.6650795,-0.00740413694448,15050.5851589,-0.0288896275582,15662.7678349,-0.0687591765978,-0.0476757618722,-0.0456523285263,0.0470887351456,-0.000342008963969,1.961,1.956,1.961,1.955,0.0,0.0,0.0,1.9655,0.00849458031551,1.96083579294,8.37398970344e-05,1.91894895326,0.0216769312431,1.8715253809,0.0467007371469,0.00408789531967,0.00255297560158,0.0,-0.00306435377688,,,,
2000-12-21,0.88,0.87,0.9,0.85,12884418.6,6928749.0,0.0,0.8305,0.0276205491771,0.841698321119,0.0445002458883,0.788053287003,0.110356196801,0.713548246662,0.209671853133,6503608.78496,0.683661500328,0.0193584436519,0.0142972868631,0.0050611567888,0.8305,0.885741098354,0.775258901646,0.896071973129,84735362.1,0.0114286958236,0.0114286958236,0.0224728558521,-0.0346855579879,0.891333333333,-0.0113333333333,14505.0,14726.0,14957.0,14461.0,0.0,0.0,0.0,14450.9,665.9351873,14705.5911818,-0.0137343563998,15035.5961156,-0.0359270466068,15649.6763982,-0.0759568217706,-0.00803382629776,-0.0151212213732,0.0306860001038,-0.00303804694071,1.955,1.959,1.964,1.953,0.0,0.0,0.0,1.96555,0.00842599361624,1.9601873715,-0.00264987293994,1.91993939571,0.0180965726326,1.87246926849,0.0431321691839,-0.00306435377688,-0.00204394552507,0.00459301649495,-0.00102354154279,,,,
2000-12-22,0.91,0.88,0.93,0.88,12640923.61,6554249.0,0.0,0.836,0.0318549343447,0.84928739655,0.069046958644,0.791406551314,0.139632792461,0.715801951738,0.240041074529,7061546.49876,0.582275378128,0.022704909787,0.0159788114479,0.00672609833907,0.836,0.899709868689,0.772290131311,1.16151550022,97376285.71,0.0335226920386,0.0335226920386,0.0217399866364,-0.0335226920386,0.896666666667,0.0133333333333,14652.0,14532.0,14801.0,14532.0,0.0,0.0,0.0,14466.75,666.803362082,14699.6366061,-0.00324592788599,15025.058253,-0.0251425125698,15638.4104828,-0.0651532534986,0.0100834273432,0.00822373055761,0.0101179011385,-0.00822373055761,1.96,1.954,1.963,1.95,0.0,0.0,0.0,1.9656,0.008387961298,1.96016655244,-8.49721266641e-05,1.92103991035,0.0200778138525,1.87345767899,0.0451587235246,0.0025542798051,0.00306591962183,0.0015294420519,-0.00511510066677,,,,
2000-12-25,0.91,0.88,0.93,0.88,12640923.61,6554249.0,1.0,0.8405,0.0356112046235,0.856033241378,0.0611353907373,0.794667280511,0.135521087539,0.718026416987,0.236938238678,7568762.60179,0.512909863167,0.0250680395417,0.0177966570667,0.00727138247503,0.8405,0.911722409247,0.769277590753,0.975816470333,97376285.71,0.0,0.0335226920386,0.0217399866364,-0.0335226920386,0.912,-0.002,14652.0,14532.0,14801.0,14532.0,0.0,0.0,1.0,14498.95,658.987938153,14694.3436498,-0.00288578909298,15014.8106368,-0.0244602448377,15627.2867108,-0.0644416894873,0.0,0.00822373055761,0.0101179011385,-0.00822373055761,1.96,1.954,1.963,1.95,0.0,0.0,1.0,1.965,0.00833508753466,1.96014804662,-7.55311358051e-05,1.92211011331,0.0195208733322,1.87443361858,0.0446379295428,0.0,0.00306591962183,0.0015294420519,-0.00511510066677,,,,
2000-12-26,0.87,0.9,0.9,0.86,4069351.24,2182499.0,0.0,0.844,0.0348530750739,0.857585103447,0.0143727915303,0.796738352644,0.0879668770416,0.719764602065,0.189568994672,7250634.29503,-0.577605367751,0.0234429360626,0.0189259128659,0.00451702319677,0.844,0.913706150148,0.774293849852,0.372994347628,93306934.47,-0.0449513878623,-0.0339015516757,0.0339015516757,-0.0115608224011,0.922,-0.052,14794.0,14663.0,14850.0,14661.0,0.0,0.0,0.0,14543.0,647.096592481,14705.4165776,0.00600579258285,15008.745579,-0.0144113766367,15617.90217,-0.054196138127,0.00964484824911,0.00889437917073,0.00377817208303,-0.00903078620955,1.963,1.957,1.963,1.956,0.0,0.0,0.0,1.96475,0.00831533143308,1.96046493033,0.00129226083139,1.92323324546,0.0204661635521,1.87543106017,0.045635383538,0.0015294420519,0.00306122688038,0.0,-0.0035723436817,,,,
2000-12-27,0.93,0.87,0.97,0.87,7264986.71,3678749.0,0.0,0.8505,0.038178941564,0.865631203065,0.071725630802,0.800401677813,0.150070887221,0.722165581096,0.252930136851,7251939.06003,0.00179757804,0.0266888750323,0.0204785052991,0.00621036973318,0.8505,0.926857883128,0.774142116872,1.04114986879,100571921.18,0.0666913744987,0.0666913744987,0.0421114853501,-0.0666913744987,0.893333333333,0.0366666666667,15186.0,14804.0,15222.0,14804.0,0.0,0.0,0.0,14612.95,636.602782457,14758.8147357,0.0285334373048,15013.6139273,0.0114165661512,15613.0444261,-0.0277327952218,0.0261522576254,0.0254765362671,0.00236779905416,-0.0254765362671,1.96,1.961,1.968,1.959,0.0,0.0,0.0,1.96485,0.00824158262777,1.9604132714,-0.000210830529409,1.92424305591,0.0184118005432,1.87638223447,0.0435988936926,-0.0015294420519,-0.000510073971783,0.00407332538764,-0.000510334280022,,,,
2000-12-28,0.89,0.92,0.93,0.89,6621506.05,3436999.0,0.0,0.856,0.0353031980063,0.868338847169,0.0246394473207,0.80286448276,0.103035526708,0.724079508811,0.20632025757,7194626.96804,-0.0830116489214,0.0257369600707,0.0215301962535,0.00420676381722,0.856,0.926606396013,0.785393603987,0.48154277686,93950415.13,-0.0439631234211,-0.0331522073169,0.0439631234211,0.0,0.922,-0.032,15259.0,15188.0,15269.0,15132.0,0.0,0.0,0.0,14711.55,569.616535371,14814.3908761,0.0295704280754,15020.3530741,0.0157633399163,15609.0675319,-0.0226825045309,0.00479554211856,0.00466385054004,0.000655136291776,-0.00835778613882,1.951,1.957,1.961,1.95,0.0,0.0,0.0,1.96335,0.00786916032435,1.95936735236,-0.00427958008709,1.92497789376,0.0134275777265,1.87722039753,0.0385498908269,-0.00460241160145,-0.00307062677297,0.00511248557324,-0.000512689065319,,,,
2000-12-29,0.89,0.92,0.93,0.89,6621506.05,3436999.0,1.0,0.86,0.0343358030112,0.870745641928,0.0218715584564,0.80525937681,0.100057029988,0.725968864711,0.203714334894,7142525.06626,-0.0757435204932,0.0246978590558,0.0221637288139,0.00253413024185,0.86,0.928671606022,0.791328393978,0.436861779383,93950415.13,0.0,-0.0331522073169,0.0439631234211,0.0,0.905333333333,-0.0153333333333,15259.0,15188.0,15269.0,15132.0,0.0,0.0,1.0,14802.65,495.985809963,14863.7918899,0.0262413118841,15026.9067071,0.01532711824,15605.1403458,-0.0224308764183,0.0,0.00466385054004,0.000655136291776,-0.00835778613882,1.951,1.957,1.961,1.95,0.0,0.0,1.0,1.9622,0.00791135093926,1.95843764654,-0.00380497462044,1.92569250314,0.0130564167,1.8780480842,0.038109077243,0.0,-0.00307062677297,0.00511248557324,-0.000512689065319,,,,
2001-01-01,0.89,0.92,0.93,0.89,6621506.05,3436999.0,1.0,0.8635,0.0336037278634,0.872885015047,0.0194176279934,0.807588244252,0.0971691327924,0.727834026306,0.201148426366,7095159.70103,-0.0690899752375,0.0236022914871,0.0224514413486,0.00115085013854,0.8635,0.930707455727,0.796292544273,0.394301491009,93950415.13,0.0,-0.0331522073169,0.0439631234211,0.0,0.89,1.11022302463e-16,15259.0,15188.0,15269.0,15132.0,0.0,0.0,1.0,14890.1,401.20855582,14907.7039021,0.0232913731653,15033.2799563,0.0149030856531,15601.2621344,-0.0221823241245,0.0,0.00466385054004,0.000655136291776,-0.00835778613882,1.951,1.957,1.961,1.95,0.0,0.0,1.0,1.9608,0.00723005423288,1.95761124137,-0.00338291391234,1.92638744346,0.0126956036691,1.87886544906,0.0376739515139,0.0,-0.00307062677297,0.00511248557324,-0.000512689065319,,,,
